price,price_binned,price_log,host_months,host_is_superhost,host_listings_count,host_identity_verified,lat_long_interaction,accommodates,bathrooms,bedrooms_num_cap,beds_num_cap,amenities_count,has_free_parking,has_self_checkin,is_shared_bath,is_private_bath,distance_km_to_city,distance_km_to_airport,distance_km_to_yarra_ranges,room_type_Private room,room_type_Shared room,property_type_category_Hospitality,property_type_category_Rental Unit,property_type_category_Residential_misc,property_type_category_Unique,minimum_nights,maximum_nights,availability_30,availability_365,instant_bookable,listings_in_neighbourhood,number_of_reviews_ltm,listing_active_months,has_description,has_neighborhood_overview
98.0,"(15.999, 102.0]",4.584967478670572,114,0,1.0,1,-5481.7014299142,1,1.0,1.0,1.0,34,0,0,1,0,1.6238690874226704,19.039124638817718,57.757817841280456,True,False,False,True,False,False,3,180,15,165,0,5913,15,112.98562628336755,1,0
206.0,"(180.0, 259.0]",5.327876168789581,165,1,2.0,1,-5484.026937465125,5,2.0,3.0,4.0,65,1,0,0,0,3.270816570660672,20.53784840291626,58.568760604137445,False,False,False,False,False,True,5,90,10,289,0,1851,8,108.68172484599589,1,1
251.0,"(180.0, 259.0]",5.5254529391317835,115,0,3.0,1,-5490.6340127511,2,1.0,1.0,1.0,15,0,0,0,0,6.628548063965543,25.888262403922507,54.53022113757378,False,False,False,True,False,False,2,1125,0,0,0,1851,0,18.39835728952772,1,1
251.0,"(180.0, 259.0]",5.5254529391317835,115,0,3.0,1,-5490.6774960432,2,1.0,1.0,1.0,19,0,0,0,0,6.670919945737806,25.940442918421706,54.435547777338456,False,False,False,True,False,False,2,1125,0,0,0,1851,0,13.503080082135524,1,1
152.0,"(139.0, 180.0]",5.0238805208462765,112,1,6.0,1,-5479.0397033328,3,1.0,1.0,1.0,48,0,1,0,0,2.0382561720301147,17.31619787376282,57.417704687466795,False,False,False,True,False,False,7,90,25,142,0,5913,9,105.10061601642711,1,1
82.0,"(15.999, 102.0]",4.406719247264253,158,1,2.0,0,-5479.7886447395995,2,1.0,1.0,1.0,43,0,1,0,0,1.3689268835328952,17.95606558143743,56.87022900639282,False,False,False,True,False,False,7,360,0,89,0,5913,0,91.46611909650925,1,1
300.0,"(259.0, 1143.0]",5.703782474656201,112,0,2.0,1,-5469.739389642,10,1.0,5.0,9.0,53,1,0,0,0,52.55955719581223,58.02529065029564,19.621481487242804,True,False,True,False,False,False,2,1125,26,328,1,991,1,105.10061601642711,1,0
300.0,"(259.0, 1143.0]",5.703782474656201,112,0,2.0,1,-5469.943567338,14,3.0,4.0,11.0,57,1,0,0,0,52.524027786895566,58.03946992389919,19.477489292302824,True,False,True,False,False,False,2,1125,17,303,1,991,2,88.57494866529774,1,0
90.0,"(15.999, 102.0]",4.499809670330265,122,1,1.0,1,-5486.0030534041,1,1.0,1.0,1.0,48,1,0,1,0,7.23026779326402,24.76210907425366,49.24227627464688,True,False,False,False,False,True,3,365,11,299,0,442,10,109.17453798767967,1,1
500.0,"(259.0, 1143.0]",6.214608098422191,112,1,2.0,1,-5484.135832199492,2,1.0,1.0,1.0,33,1,1,0,0,2.744667630782037,21.70862918691684,53.86085949253823,False,False,False,True,False,False,1,1125,29,179,0,1150,35,8.4435318275154,1,0
150.0,"(139.0, 180.0]",5.0106352940962555,112,1,2.0,1,-5478.9380662419,2,1.0,1.0,1.0,21,1,1,0,0,4.421803285683993,19.05838747447015,52.71959085870039,False,False,False,False,True,False,3,1125,24,318,1,1150,29,109.27310061601642,1,1
550.0,"(259.0, 1143.0]",6.309918278226516,112,0,1.0,1,-5484.319941477301,6,2.0,3.0,3.0,43,1,1,0,0,3.0966474201418936,21.953867740323542,53.4922279146309,False,False,False,False,True,False,5,1125,10,295,0,1150,4,104.41067761806981,1,1
149.0,"(139.0, 180.0]",5.003946305945459,114,0,2.0,1,-5483.7903616046,2,1.0,1.0,1.0,29,0,1,0,0,3.375527360179167,21.810724906777818,52.96921831185593,False,False,False,True,False,False,3,1125,16,60,1,1150,30,112.0,1,1
286.0,"(259.0, 1143.0]",5.655991810819852,117,1,1.0,1,-5478.742076158899,4,1.0,3.0,4.0,40,1,1,0,0,3.034555224282874,18.143242362751327,54.459298619289555,False,False,False,False,False,False,2,1125,17,297,0,1150,38,112.72279260780287,1,1
98.0,"(15.999, 102.0]",4.584967478670572,122,0,3.0,1,-5484.546770909173,2,0.5,1.0,2.0,37,1,0,1,0,19.00731344154165,31.832639395230107,37.27259381191548,True,False,False,False,True,False,2,30,21,125,0,190,1,83.44969199178645,1,1
406.0,"(259.0, 1143.0]",6.0063531596017325,130,1,69.0,1,-5483.191084953674,8,2.0,3.0,9.0,29,1,0,0,0,1.2312027064764015,20.365246295007438,56.330628655464494,False,False,False,True,False,False,1,1125,30,208,0,5913,1,101.65092402464066,1,1
281.0,"(259.0, 1143.0]",5.638354669333745,130,1,69.0,1,-5483.132330587778,6,2.0,2.0,7.0,29,1,0,0,0,1.162574504361714,20.34860780674476,56.23655122519673,False,False,False,True,False,False,1,1125,25,201,0,5913,2,109.7659137577002,1,1
132.0,"(102.0, 139.0]",4.882801922586371,117,0,2.0,1,-5504.9092394454,4,1.5,2.0,2.0,40,1,1,0,0,17.034090431062022,36.20848992183765,53.8616323733889,False,False,False,True,False,False,1,1125,13,251,1,298,36,109.99589322381931,1,1
1029.0,"(259.0, 1143.0]",6.9363427358340495,112,0,1.0,1,-5474.7068680542,8,2.0,4.0,4.0,27,1,0,0,0,39.91534769704744,46.903133705063205,22.15556268592872,False,False,False,False,False,False,2,1125,17,273,1,991,2,101.12525667351129,1,1
351.0,"(259.0, 1143.0]",5.860786223465865,128,0,6.0,1,-5499.566304598799,2,1.0,1.0,1.0,19,1,0,0,0,34.750559027366585,49.052150283372846,23.028355416253984,False,False,False,False,False,True,1,20,18,346,1,991,19,97.90554414784394,1,1
383.0,"(259.0, 1143.0]",5.948034989180646,128,0,6.0,1,-5499.566304598799,2,1.0,1.0,1.0,46,1,1,0,0,34.750559027366585,49.052150283372846,23.028355416253984,False,False,False,False,False,True,1,20,21,342,1,991,26,104.83778234086242,1,1
383.0,"(259.0, 1143.0]",5.948034989180646,128,0,6.0,1,-5499.566304598799,2,1.0,1.0,1.0,19,1,0,0,0,34.750559027366585,49.052150283372846,23.028355416253984,False,False,False,False,False,True,1,20,26,359,1,991,10,88.9034907597536,1,1
99.0,"(15.999, 102.0]",4.59511985013459,28,0,86.0,1,-5478.6111459966005,2,1.0,1.0,1.0,36,1,1,0,0,4.182507762993936,18.658115387959846,53.16604868413178,False,False,False,True,False,False,2,30,24,327,0,1150,12,112.03285420944559,1,1
114.0,"(102.0, 139.0]",4.736198448394496,113,1,2.0,1,-5487.882221413801,2,1.0,1.0,2.0,67,1,1,0,0,4.662701118444119,23.60067716994693,56.305208157388705,False,False,False,True,False,False,3,1125,6,130,0,1851,28,103.16221765913758,1,1
105.0,"(102.0, 139.0]",4.653960350157523,114,1,2.0,1,-5476.451705447129,4,1.0,2.0,3.0,47,1,1,0,0,3.874023301603465,15.449574066912406,58.0494144484002,False,False,False,False,True,False,1,1125,2,116,0,293,45,105.85626283367556,1,1
70.0,"(15.999, 102.0]",4.248495242049359,112,0,2.0,1,-5490.424599510965,2,1.0,1.0,2.0,53,1,0,0,0,6.890441624684666,26.19239280467975,52.82859697633899,True,False,False,False,True,False,3,1125,0,204,0,369,4,9.297741273100616,1,0
112.0,"(102.0, 139.0]",4.718498871295094,34,0,49.0,1,-5488.770015583999,2,1.0,1.0,1.0,45,1,0,0,0,5.234161236122629,24.365629526740506,55.566487200152785,False,False,False,True,False,False,2,90,6,322,0,1851,18,97.37987679671458,1,1
245.0,"(180.0, 259.0]",5.501258210544727,144,1,5.0,1,-5478.766083974399,2,1.0,1.0,1.0,28,1,0,0,0,2.7615237017658196,18.010339809083852,54.81455162199521,False,False,False,False,True,False,2,1125,0,242,0,1150,26,107.26899383983573,1,1
496.0,"(259.0, 1143.0]",6.206575926724928,113,0,1.0,1,-5500.2846883168,12,2.0,5.0,11.0,62,1,1,0,0,66.1163308945653,77.05493137806076,9.973490650877194,False,False,False,False,False,False,2,1125,23,333,0,991,13,109.37166324435319,1,1
150.0,"(139.0, 180.0]",5.0106352940962555,113,1,2.0,1,-5482.127337747,2,1.0,1.0,1.0,31,1,1,0,0,2.20380271230037,20.39139141356057,53.98068719259383,False,False,False,True,False,False,4,205,20,133,0,5913,17,109.79876796714579,1,1
355.0,"(259.0, 1143.0]",5.872117789475416,114,1,2.0,1,-5489.633148269586,6,1.5,3.0,3.0,92,1,1,0,0,5.876646797173265,25.113967160902924,54.88116077938493,False,False,False,False,False,False,2,1125,12,142,1,1851,18,110.94866529774127,1,1
175.0,"(139.0, 180.0]",5.1647859739235145,113,0,2.0,1,-5481.9866413899,4,2.0,2.0,2.0,13,0,0,0,0,7.7956723818902836,19.08145767344966,63.78987257400969,False,False,False,False,False,False,20,1125,30,275,0,231,2,93.89733059548254,1,0
109.0,"(102.0, 139.0]",4.6913478822291435,113,1,1.0,1,-5475.53308041,2,1.0,1.0,1.0,44,1,1,0,0,4.466805411823606,14.883524265898547,57.96838988399099,False,False,False,True,False,False,3,250,3,96,0,5913,14,112.03285420944559,0,0
159.0,"(139.0, 180.0]",5.0689042022202315,112,1,13.0,1,-5486.8987862666,3,1.0,1.0,2.0,36,1,1,0,0,3.9629750366008083,23.2811772799177,54.71240187344852,False,False,False,True,False,False,5,365,5,165,0,978,2,97.3141683778234,1,1
221.0,"(180.0, 259.0]",5.3981627015177525,130,1,1.0,1,-5481.260795439,5,1.0,2.0,4.0,50,0,1,0,0,0.27524259744946306,19.061605482034015,56.37820674863393,False,False,False,True,False,False,2,25,5,128,0,5913,70,111.40862422997947,1,1
183.0,"(180.0, 259.0]",5.209486152841421,113,1,2.0,1,-5474.5719366356,2,1.0,1.0,1.0,24,1,0,1,0,5.6616180869187875,13.786804805914596,59.77202821073563,True,False,True,False,False,False,2,1125,23,173,0,293,2,106.74332648870636,1,1
197.0,"(180.0, 259.0]",5.2832037287379885,144,1,1.0,1,-5481.2227501242,4,1.0,2.0,2.0,48,0,1,0,0,0.5622923455853752,19.218773816568508,55.74551988378656,False,False,False,True,False,False,2,60,22,200,0,5913,15,110.48870636550308,1,1
112.0,"(102.0, 139.0]",4.718498871295094,113,0,72.0,1,-5481.5015568034,4,1.0,1.0,1.0,29,0,0,0,0,0.92816727751991,19.040855648766758,57.10371587202705,False,False,False,True,False,False,1,100,10,272,0,5913,18,111.37577002053388,1,0
136.0,"(102.0, 139.0]",4.912654885736052,113,1,2.0,1,-5501.197733224094,2,1.0,1.0,1.0,15,1,0,0,0,68.69448510188163,79.60272969392202,12.555013084810025,False,False,False,False,True,False,1,1125,2,319,0,991,36,110.85010266940452,1,0
139.0,"(102.0, 139.0]",4.9344739331306915,123,1,1.0,1,-5483.8584239578,2,1.0,1.0,1.0,40,1,1,0,0,2.7532579027820794,21.5797321808185,53.71842941876493,False,False,False,False,True,False,2,100,23,148,0,1150,12,17.544147843942504,1,1
97.0,"(15.999, 102.0]",4.574710978503383,119,1,6.0,1,-5485.7278651718,3,1.0,1.0,2.0,35,1,0,0,0,3.4108369431041528,22.670453009534786,54.10167046579153,False,False,False,True,False,False,28,365,23,243,1,978,7,110.42299794661191,1,1
153.0,"(139.0, 180.0]",5.030437921392435,123,1,2.0,1,-5491.8733529374995,2,1.0,1.0,1.0,26,1,1,0,0,46.42157146471857,57.36870417418508,9.89493282348765,False,False,False,False,True,False,2,1125,16,67,0,991,48,111.77002053388091,1,1
213.0,"(180.0, 259.0]",5.3612921657094255,113,0,1.0,1,-5484.926886355799,4,2.0,2.0,3.0,23,1,0,0,0,3.7659672493780643,21.173237870998474,58.59637375055377,False,False,False,True,False,False,7,1095,0,72,0,1851,0,90.18480492813141,1,1
301.0,"(259.0, 1143.0]",5.707110264748875,112,1,2.0,1,-5519.344353979999,4,1.0,2.0,2.0,53,1,0,0,0,45.3324343759331,61.872954461532665,25.214657963188948,False,False,False,False,True,False,1,1125,15,317,0,163,24,110.39014373716633,1,1
128.0,"(102.0, 139.0]",4.852030263919617,28,0,86.0,1,-5482.39688737,2,1.0,1.0,1.0,48,1,0,0,0,1.004332135247701,19.70208991643195,56.86454723613588,False,False,False,True,False,False,2,90,14,331,0,5913,20,109.79876796714579,1,1
89.0,"(15.999, 102.0]",4.48863636973214,122,1,1.0,1,-5484.010605023999,2,1.0,1.0,1.0,47,1,1,0,0,2.67653201609314,21.619583803994907,53.885844856214135,False,False,False,True,False,False,1,1125,5,8,0,1150,56,110.25872689938399,1,1
182.0,"(180.0, 259.0]",5.204006687076795,149,1,2.0,1,-5487.075873616501,5,1.0,3.0,3.0,60,1,1,0,0,4.157415757479378,23.480991344135965,54.41340377919278,False,False,False,False,False,False,14,365,0,89,0,978,21,112.06570841889118,1,1
174.0,"(139.0, 180.0]",5.159055299214529,111,1,1.0,1,-5485.070468256999,4,2.0,2.0,2.0,18,1,1,0,0,3.9353688378246,21.262777831727913,58.71326727488812,False,False,False,True,False,False,2,30,16,198,0,1851,34,58.38193018480493,1,1
376.0,"(259.0, 1143.0]",5.929589143389895,112,1,1.0,1,-5480.742267799475,2,1.0,1.0,1.0,49,1,1,0,0,2.386951550088719,19.510244469097238,54.049164908706416,False,False,False,True,False,False,5,365,21,173,0,1150,20,25.626283367556468,1,1
97.0,"(15.999, 102.0]",4.574710978503383,120,1,3.0,1,-5484.2307512628995,2,1.0,1.0,1.0,34,0,0,0,0,3.922623401001137,22.277828608382148,52.47214707857962,False,False,False,True,False,False,6,1125,30,117,0,1150,21,103.32648870636551,1,1
173.0,"(139.0, 180.0]",5.153291594497779,119,1,6.0,1,-5485.7271058707,3,1.0,1.0,1.0,45,1,0,0,0,3.399709744995899,22.66303017523393,54.12448690859733,False,False,False,True,False,False,28,1124,10,210,1,978,8,106.90759753593429,1,1
139.0,"(102.0, 139.0]",4.9344739331306915,117,1,1.0,1,-5479.742673101,3,1.0,1.0,2.0,47,1,1,0,0,2.8336470943219125,18.919216848816987,54.02323098702524,False,False,False,False,False,True,2,1125,2,262,1,1150,51,104.0164271047228,1,1
483.0,"(259.0, 1143.0]",6.180016653652572,115,1,2.0,1,-5479.7757929912,9,2.5,4.0,5.0,47,1,1,0,0,52.33847366521228,60.16115447978571,12.386613584658875,False,False,False,False,False,False,2,7,12,257,1,991,59,104.14784394250513,1,1
264.0,"(259.0, 1143.0]",5.575949103146316,160,0,1.0,1,-5477.3839285943,5,1.0,3.0,4.0,27,1,1,0,0,3.737137474901494,15.853292369554177,58.95533620613036,False,False,False,False,False,False,3,30,28,88,0,5913,1,79.44147843942505,1,1
182.0,"(180.0, 259.0]",5.204006687076795,112,0,1.0,1,-5464.4961870396,4,1.0,1.0,2.0,44,1,1,0,0,29.755131250012486,32.896078101401194,36.474848493356745,False,False,False,True,False,False,1,1125,26,347,1,77,58,110.45585215605749,1,1
325.0,"(259.0, 1143.0]",5.783825182329737,129,0,1.0,1,-5482.841326296,8,2.5,4.0,4.0,38,1,0,0,0,8.361188455525774,19.773118271018454,64.20189369548649,False,False,False,False,False,False,5,28,0,19,0,231,1,100.10677618069815,1,0
200.0,"(180.0, 259.0]",5.298317366548036,141,0,1.0,1,-5489.188325565601,4,1.0,3.0,3.0,37,1,1,0,0,6.121409219802581,25.37985757462326,52.766770111949874,False,False,False,False,False,False,3,1125,0,24,0,978,3,96.8870636550308,1,1
133.0,"(102.0, 139.0]",4.890349128221754,112,0,1.0,1,-5487.2097390583995,2,1.0,1.0,1.0,18,1,1,1,0,18.92541239448143,26.312398429865915,73.88612063903031,True,False,False,False,False,False,3,1125,28,363,1,602,0,77.99589322381931,1,1
186.0,"(180.0, 259.0]",5.225746673713202,126,1,1.0,1,-5482.7116771402,4,1.0,1.0,1.0,41,1,0,0,0,0.8636877788032888,20.05526157819185,56.278101064041785,False,False,False,False,True,False,1,1125,15,260,0,5913,29,106.41478439425052,1,1
304.0,"(259.0, 1143.0]",5.717027701406222,111,0,1.0,1,-5470.7532723839995,2,1.0,1.0,1.0,56,1,1,0,0,45.59681101288459,51.34274730168727,21.26250468232765,False,False,False,False,True,False,1,1125,10,286,1,991,7,107.72895277207392,1,1
70.0,"(15.999, 102.0]",4.248495242049359,159,1,1.0,1,-5479.956608724764,2,1.0,1.0,1.0,39,0,0,0,0,1.2565506478722412,18.321907406463314,56.000833343331614,True,False,False,True,False,False,2,14,0,277,0,5913,18,8.542094455852157,1,1
83.0,"(15.999, 102.0]",4.418840607796598,112,1,4.0,1,-5472.5902439655,2,1.0,1.0,1.0,26,1,1,0,1,8.637340397579607,12.075032343098586,63.22346373582664,True,False,False,False,True,False,2,1125,30,365,0,430,2,102.2094455852156,1,1
260.0,"(259.0, 1143.0]",5.560681631015528,149,1,2.0,1,-5478.094492761801,2,1.0,1.0,1.0,23,1,0,0,0,3.5263858897684774,17.81168727796827,54.354024757172944,False,False,False,False,False,False,3,1125,13,271,0,1150,8,108.71457905544148,0,1
215.0,"(180.0, 259.0]",5.3706380281276624,135,1,4.0,1,-5483.0398756848,4,2.0,2.0,2.0,52,1,1,0,0,7.233695751309913,19.76811678699047,63.03833083092769,False,False,False,False,False,False,7,59,9,119,0,231,6,108.74743326488706,1,1
145.0,"(139.0, 180.0]",4.976733742420574,60,0,8.0,1,-5486.352626252201,2,1.0,2.0,1.0,32,0,1,0,0,3.8593247589476363,23.132400479208584,53.94232342819895,False,False,False,True,False,False,1,60,27,177,1,978,2,102.53798767967146,1,1
128.0,"(102.0, 139.0]",4.852030263919617,111,1,2.0,1,-5480.9650816746,2,1.0,1.0,1.0,16,1,0,0,0,2.090056604406812,18.43629741369846,58.27401655994999,False,False,False,True,False,False,2,1125,3,4,0,5913,65,109.56878850102669,1,1
475.0,"(259.0, 1143.0]",6.163314804034641,111,1,5.0,1,-5488.0185898439995,4,1.0,2.0,2.0,29,1,1,0,0,36.42910849655281,47.49521988341184,19.974651688164364,False,False,False,False,False,False,2,999,21,307,1,991,1,106.80903490759754,1,1
106.0,"(102.0, 139.0]",4.663439094112067,137,1,1.0,1,-5477.644847025,2,1.0,1.0,1.0,44,1,1,0,0,8.624865259048844,20.655383288531734,48.95846517413427,False,False,False,True,False,False,3,1125,15,279,0,174,35,109.56878850102669,1,1
529.0,"(259.0, 1143.0]",6.270988431858299,112,0,1.0,1,-5491.969791915601,4,2.0,2.0,2.0,58,1,0,0,0,7.585906563383085,26.813960912241345,54.551862523569206,False,False,False,False,True,False,2,60,28,178,0,1851,0,78.35728952772074,1,1
292.0,"(259.0, 1143.0]",5.676753802268282,111,1,2.0,1,-5461.9015726784,6,1.0,2.0,3.0,75,1,1,0,0,33.660204734404594,36.00399009435826,35.214588396513435,False,False,False,False,False,False,1,1125,17,324,0,77,17,99.5482546201232,1,1
179.0,"(139.0, 180.0]",5.187385805840755,129,1,14.0,1,-5481.3894392736,6,2.0,2.0,3.0,57,0,0,0,0,0.8761003336831581,18.975341798349564,57.05963381120396,False,False,False,True,False,False,2,300,30,65,0,5913,12,109.20739219712526,1,0
118.0,"(102.0, 139.0]",4.770684624465665,113,0,72.0,1,-5481.4726920008,4,1.0,1.0,1.0,32,0,0,0,0,0.9366171643579728,19.018822225191162,57.1146534908368,False,False,False,True,False,False,1,365,21,288,0,5913,16,107.03901437371663,1,0
357.0,"(259.0, 1143.0]",5.877735781779639,124,1,1.0,1,-5485.7226833244,4,2.0,2.0,2.0,62,1,1,0,0,3.734295204093585,21.830637305069793,57.85219026535477,False,False,False,True,False,False,5,1125,12,217,0,1851,11,102.63655030800821,1,1
115.0,"(102.0, 139.0]",4.74493212836325,111,1,5.0,1,-5484.757284226,2,1.0,1.0,1.0,32,0,0,0,0,2.317691345272991,21.525791302424494,55.91827361765785,False,False,False,True,False,False,2,1125,18,264,1,1851,28,109.14168377823408,1,1
75.0,"(15.999, 102.0]",4.31748811353631,138,1,1.0,1,-5472.1956910379995,2,1.0,1.0,1.0,64,1,1,0,0,7.613125215927783,14.5877487415358,54.702915402312364,False,False,False,False,True,False,28,1124,0,173,0,598,7,90.41478439425052,1,1
220.0,"(180.0, 259.0]",5.393627546352362,135,1,2.0,1,-5495.2917716268,4,1.0,2.0,3.0,65,1,0,0,0,9.998625819096603,29.188441998028615,54.386670661684825,False,False,False,False,False,False,3,28,26,318,0,369,16,106.02053388090349,1,1
97.0,"(15.999, 102.0]",4.574710978503383,123,0,1.0,1,-5481.1105780075995,3,1.0,1.0,2.0,23,0,1,0,0,3.5490739715515094,20.256519645397223,52.795758936716894,False,False,False,True,False,False,2,1125,7,248,0,1150,47,110.39014373716633,1,1
172.0,"(139.0, 180.0]",5.147494476813453,60,0,8.0,1,-5486.3585564595,2,1.0,1.0,1.0,33,0,1,0,0,3.875177580207149,23.144682794187926,53.91468083105732,False,False,False,True,False,False,1,90,23,43,1,978,0,91.59753593429159,1,1
90.0,"(15.999, 102.0]",4.499809670330265,110,0,1.0,1,-5491.629555816299,2,1.0,1.0,4.0,17,0,0,0,0,7.5184778855124765,26.838225944848276,53.466474823124656,False,False,False,True,False,False,7,28,1,157,0,369,7,101.94661190965093,1,1
92.0,"(15.999, 102.0]",4.5217885770490405,151,1,104.0,1,-5489.7377279822,4,1.0,2.0,2.0,41,1,1,0,0,5.9708816210506095,24.961923111167465,55.97750526157218,False,False,False,True,False,False,2,1125,8,196,1,1851,61,109.40451745379877,1,1
145.0,"(139.0, 180.0]",4.976733742420574,112,1,2.0,1,-5480.5974694991,3,1.0,2.0,2.0,57,1,1,0,0,2.347900254300584,19.385594693155614,54.141411881376285,False,False,False,True,False,False,1,365,26,323,1,1150,38,108.48459958932239,1,1
999.0,"(259.0, 1143.0]",6.906754778648554,111,0,1.0,1,-5485.1718253388,7,2.0,3.0,3.0,18,1,0,0,0,3.8198182807636956,21.3600044105357,58.48456717916997,False,False,False,False,False,False,2,1125,29,364,0,1851,0,48.06570841889117,1,1
80.0,"(15.999, 102.0]",4.382026634673881,112,1,4.0,1,-5476.0127250072,3,1.0,1.0,1.0,39,1,0,1,0,9.06536039051678,14.845045556020265,64.97598238034783,True,False,False,False,False,False,2,1125,0,302,0,430,7,106.41478439425052,1,1
55.0,"(15.999, 102.0]",4.007333185232471,161,1,1.0,1,-5504.392713519653,1,1.0,1.0,1.0,51,1,0,1,0,16.591870565622983,35.528724715270485,55.725236975163405,True,False,False,False,False,False,2,31,0,51,0,298,11,98.56262833675565,1,1
142.0,"(139.0, 180.0]",4.955827057601261,118,0,1.0,1,-5476.8286772991005,2,1.5,1.0,1.0,50,1,0,0,0,3.828843706459023,16.638627009420613,55.36303587699499,True,False,False,False,True,False,2,15,30,90,0,1150,5,105.00205338809035,1,1
65.0,"(15.999, 102.0]",4.174387269895637,110,0,7.0,1,-5516.732181431899,2,1.0,1.0,1.0,14,1,1,0,0,32.55698182061215,50.94126940033192,37.84172969204819,True,False,False,False,False,False,3,1125,23,358,0,246,3,101.71663244353182,1,1
396.0,"(259.0, 1143.0]",5.981414211254481,110,1,1.0,1,-5496.1043495556,4,2.0,3.0,3.0,63,1,1,0,0,10.575049907020546,29.72298226435454,54.603815243931784,False,False,False,False,False,False,3,90,0,79,0,298,21,20.33675564681725,1,1
322.0,"(259.0, 1143.0]",5.7745515455444085,117,0,5.0,1,-5479.3436467902,4,1.0,1.0,1.0,35,1,1,0,0,51.76616647459366,59.51361815458811,12.836362779113706,False,False,False,False,False,False,1,1125,9,249,1,991,15,94.45585215605749,1,0
107.0,"(102.0, 139.0]",4.672828834461906,111,1,1.0,1,-5490.003957471,2,1.0,1.0,1.0,73,1,0,0,0,11.260329496265165,28.758238133253897,45.91194994783609,False,False,False,False,False,False,3,1125,6,230,0,442,16,110.19301848049281,1,1
116.0,"(102.0, 139.0]",4.7535901911063645,123,1,2.0,1,-5486.256718201799,2,1.0,1.0,1.0,35,1,0,0,1,4.924605904593109,23.6957154616851,52.095035480029615,True,False,False,False,False,False,7,1125,21,336,0,978,13,108.94455852156058,1,1
89.0,"(15.999, 102.0]",4.48863636973214,121,0,3.0,1,-5476.589823830501,2,1.0,1.0,1.0,18,1,0,0,1,6.1871141546687625,14.979483247138601,61.86378649327532,True,False,False,False,False,False,2,150,0,309,0,430,0,31.474332648870636,1,1
350.0,"(259.0, 1143.0]",5.857933154483459,129,1,3.0,1,-5484.352346316001,8,3.5,3.0,4.0,37,1,0,0,0,15.80655128625996,29.37349002463478,40.42817286790915,False,False,False,False,True,False,2,120,24,342,0,190,9,90.94045174537987,1,1
284.0,"(259.0, 1143.0]",5.648974238161206,153,1,25.0,1,-5476.945190535,10,3.0,4.0,5.0,65,1,1,0,0,4.149835239604972,17.047629032487887,54.59718257973746,False,False,False,False,True,False,1,1125,17,330,1,598,34,108.74743326488706,1,1
97.0,"(15.999, 102.0]",4.574710978503383,110,1,3.0,1,-5476.6157225472,2,0.0,1.0,2.0,38,0,1,0,0,8.308027564702519,19.661596104545264,49.79959461979461,False,False,False,False,True,False,2,55,12,130,0,174,1,108.41889117043121,1,1
420.0,"(259.0, 1143.0]",6.040254711277414,141,0,1.0,1,-5485.0449759695,6,1.0,2.0,2.0,30,1,1,0,0,3.720484051313348,21.274079977137927,58.44861598936234,False,False,False,False,False,False,4,200,28,230,0,1851,4,18.39835728952772,1,1
319.0,"(259.0, 1143.0]",5.765191102784844,110,1,1.0,1,-5490.9701370623,4,2.5,2.0,2.0,26,1,0,0,0,6.8533354349323305,25.861700725888216,55.80126105318416,False,False,False,False,True,False,4,1125,14,112,0,1851,1,83.64681724845995,0,1
248.0,"(180.0, 259.0]",5.5134287461649825,111,0,1.0,1,-5482.7129290552,2,1.0,1.0,1.0,16,0,0,0,0,1.8587658596703442,19.754241488935513,57.666146221690255,False,False,False,True,False,False,90,120,23,173,0,5913,0,12.813141683778234,1,1
159.0,"(139.0, 180.0]",5.0689042022202315,111,0,1.0,1,-5482.4792949384,2,1.0,1.0,2.0,54,1,1,0,0,2.041194248843025,20.547302358079,54.16107668339904,False,False,False,True,False,False,2,1125,10,88,0,5913,49,31.408624229979466,1,1
117.0,"(102.0, 139.0]",4.762173934797756,119,0,46.0,1,-5483.210930237699,4,2.0,2.0,2.0,32,0,0,0,0,4.441964527445521,21.956977192981352,51.755538811696724,False,False,False,True,False,False,3,365,26,266,1,1150,10,105.69199178644764,1,1
203.0,"(180.0, 259.0]",5.313205979041787,113,0,2.0,1,-5490.969912601199,4,2.0,2.0,3.0,51,1,0,0,0,6.8493907360683,25.870445700085224,55.75226088932032,False,False,False,True,False,False,3,1125,0,124,0,1851,3,100.50102669404518,1,1
264.0,"(259.0, 1143.0]",5.575949103146316,132,1,2.0,1,-5497.289185352136,4,1.0,2.0,2.0,54,1,0,0,0,13.27912060659294,32.33467537352973,48.33002108672673,False,False,False,False,True,False,2,1125,28,363,0,369,4,95.90143737166325,1,1
143.0,"(139.0, 180.0]",4.962844630259907,118,1,3.0,1,-5480.4513621773995,2,1.0,1.0,1.0,52,1,1,0,0,1.5352849640620958,18.944073762330355,55.08074401765958,False,False,False,True,False,False,4,28,11,133,0,1150,55,109.30595482546201,1,1
140.0,"(139.0, 180.0]",4.941642422609304,110,0,1.0,1,-5489.487039453064,2,1.0,1.0,1.0,8,0,1,0,0,5.763030800766922,24.84145072428009,55.686777663536475,False,False,False,True,False,False,3,365,22,170,0,1851,8,5.28952772073922,1,0
96.0,"(15.999, 102.0]",4.564348191467836,110,1,2.0,1,-5489.635615380001,2,1.0,1.0,1.0,23,0,0,0,0,5.865263166074929,24.97006575368731,55.562360794316795,False,False,False,True,False,False,14,1125,7,130,0,1851,14,108.71457905544148,1,1
